PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene
16.1,46.1,3.0,6.93,6.11,1.77,0.9,6.64,30.17,3.280840304500585,8.700972080037227,3.0701278234985114
18.96,43.82,2.77,8.43,6.74,3.02,0.83,6.45,35.51,3.280840304500585,8.700972080037227,3.0701278234985114
11.42,24.47,2.99,3.84,4.45,3.18,0.8,5.49,8.17,3.280840304500585,8.700972080037227,3.0701278234985114
12.44,34.61,1.1,4.36,2.5,1.67,0.5,1.25,37.65,3.280840304500585,8.700972080037227,3.0701278234985114
17.4,52.68,1.19,4.78,2.72,1.85,0.55,1.47,32.51,3.280840304500585,8.700972080037227,3.0701278234985114
13.33,35.77,0.55,2.43,1.74,1.4,0.46,1.6,21.26,3.280840304500585,8.700972080037227,3.0701278234985114
9.27,29.82,1.1,4.09,2.39,2.4,0.65,1.38,35.1,3.280840304500585,8.700972080037227,3.0701278234985114
19.83,45.83,0.76,5.01,2.75,1.71,0.77,2.91,28.36,3.280840304500585,8.700972080037227,3.0701278234985114
7.83,24.78,0.92,3.12,1.84,1.29,0.56,2.03,27.8,3.280840304500585,8.700972080037227,3.0701278234985114
67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,3.280840304500585,8.700972080037227,3.0701278234985114
10.26,47.92,1.07,2.21,8.95,10.74,0.08,1.77,14.52,3.280840304500585,8.700972080037227,3.0701278234985114
13.43,45.05,1.01,2.24,5.93,6.06,0.58,0.95,14.21,3.280840304500585,8.700972080037227,3.0701278234985114
17.03,46.9,1.1,3.08,9.72,6.12,0.68,2.32,14.87,3.280840304500585,8.700972080037227,3.0701278234985114
8.74,40.2,1.62,2.69,9.83,5.96,0.6,2.39,14.65,3.280840304500585,8.700972080037227,3.0701278234985114
9.89,36.12,1.81,2.32,10.09,5.6,0.77,0.94,15.03,3.280840304500585,8.700972080037227,3.0701278234985114
11.09,43.52,1.54,3.27,9.76,4.98,0.79,1.68,15.31,3.280840304500585,8.700972080037227,3.0701278234985114
12.48,34.86,1.57,3.29,15.43,5.57,0.82,0.65,17.14,3.280840304500585,8.700972080037227,3.0701278234985114
13.47,28.95,1.38,2.83,10.62,2.4,0.55,1.6,17.67,3.280840304500585,8.700972080037227,3.0701278234985114
8.94,26.17,0.98,2.21,16.66,2.78,0.62,1.26,17.75,3.280840304500585,8.700972080037227,3.0701278234985114
17.42,37.18,0.82,3.62,2.21,1.97,0.64,0.97,22.26,3.280840304500585,8.700972080037227,3.0701278234985114
10.78,27.74,0.74,2.95,11.58,1.92,0.57,1.66,24.72,3.280840304500585,8.700972080037227,3.0701278234985114
9.3,26.98,0.85,3.48,11.78,1.68,0.61,1.31,26.31,3.280840304500585,8.700972080037227,3.0701278234985114
4.25,21.07,0.79,3.55,1.93,1.5,0.56,0.9,26.2,3.280840304500585,8.700972080037227,3.0701278234985114
7.19,17.91,1.05,3.88,2.14,1.78,0.42,1.96,24.33,3.280840304500585,8.700972080037227,3.0701278234985114
7.22,21.05,1.03,3.01,1.76,1.78,0.33,0.86,28.29,3.280840304500585,8.700972080037227,3.0701278234985114
6.05,16.86,1.09,2.19,11.27,1.72,0.42,0.71,29.51,3.280840304500585,8.700972080037227,3.0701278234985114
15.15,33.9,1.14,3.61,2.02,1.51,0.68,0.44,22.94,3.280840304500585,8.700972080037227,3.0701278234985114
11.41,38.04,0.85,2.71,1.67,1.5,0.65,1.09,18.84,3.280840304500585,8.700972080037227,3.0701278234985114
4.44,14.72,0.9,2.34,1.32,2.01,0.39,0.89,30.75,3.280840304500585,8.700972080037227,3.0701278234985114
5.56,17.06,0.89,2.29,1.51,2.14,0.45,0.94,31.66,3.280840304500585,8.700972080037227,3.0701278234985114
7.9,24.9,0.91,3.94,2.19,1.64,0.63,1.13,31.87,3.280840304500585,8.700972080037227,3.0701278234985114
20.37,38.29,0.85,4.17,2.35,1.54,0.72,1.08,21.62,3.280840304500585,8.700972080037227,3.0701278234985114
13.58,31.07,0.73,3.64,2.15,1.44,0.67,1.36,19.92,3.280840304500585,8.700972080037227,3.0701278234985114
8.02,23.18,1.37,4.01,2.12,1.44,0.7,0.73,22.72,3.280840304500585,8.700972080037227,3.0701278234985114
7.98,22.64,0.84,3.03,6.66,1.66,0.63,1.57,26.12,3.280840304500585,8.700972080037227,3.0701278234985114
12.11,30.07,1.16,3.65,2.08,1.65,0.64,1.79,30.67,3.280840304500585,8.700972080037227,3.0701278234985114
6.82,21.39,1.11,3.12,1.81,1.7,0.59,1.36,31.24,3.280840304500585,8.700972080037227,3.0701278234985114
15.48,31.92,0.92,3.61,2.06,1.33,0.67,1.29,26.61,3.280840304500585,8.700972080037227,3.0701278234985114
13.65,39.05,0.88,3.86,11.85,1.33,0.66,1.34,19.78,3.280840304500585,8.700972080037227,3.0701278234985114
10.55,28.91,0.88,2.97,1.79,1.24,0.68,1.38,18.16,3.280840304500585,8.700972080037227,3.0701278234985114
11.86,27.14,0.77,2.66,1.56,1.39,0.7,1.33,24.46,3.280840304500585,8.700972080037227,3.0701278234985114
13.06,28.23,0.54,1.42,1.2,1.4,0.67,0.58,20.23,3.280840304500585,8.700972080037227,3.0701278234985114
17.36,33.53,0.62,3.3,1.93,1.3,0.73,1.25,23.88,3.280840304500585,8.700972080037227,3.0701278234985114
14.02,30.52,0.72,3.17,1.86,1.29,0.77,1.01,20.82,3.280840304500585,8.700972080037227,3.0701278234985114
11.18,33.91,0.78,3.16,1.84,1.43,0.84,1.12,20.47,3.280840304500585,8.700972080037227,3.0701278234985114
7.42,22.56,0.85,3.18,1.88,1.61,0.74,1.21,28.73,3.280840304500585,8.700972080037227,3.0701278234985114
15.59,26.06,5.9,6.31,10.07,6.14,0.49,5.9,36.95,3.280840304500585,8.700972080037227,3.0701278234985114
10.74,20.13,5.07,6.07,9.55,4.97,0.38,5.05,28.32,3.280840304500585,8.700972080037227,3.0701278234985114
15.01,27.65,3.25,7.99,9.71,6.01,0.48,5.8,29.78,3.280840304500585,8.700972080037227,3.0701278234985114
15.97,35.6,5.62,8.08,11.93,6.01,0.42,5.17,29.95,3.280840304500585,8.700972080037227,3.0701278234985114
12.83,29.49,4.93,10.69,9.56,4.54,0.57,6.3,27.01,3.280840304500585,8.700972080037227,3.0701278234985114
12.19,29.47,6.75,11.68,14.99,5.69,0.5,5.09,32.17,3.280840304500585,8.700972080037227,3.0701278234985114
11.41,30.8,7.22,11.6,15.45,5.89,0.54,5.12,35.45,3.280840304500585,8.700972080037227,3.0701278234985114
14.91,37.29,7.33,10.08,14.7,6.1,0.51,5.73,25.23,3.280840304500585,8.700972080037227,3.0701278234985114
16.15,35.54,5.73,6.67,10.44,4.7,0.43,6.1,32.04,3.280840304500585,8.700972080037227,3.0701278234985114
18.14,47.13,8.22,11.59,16.38,6.56,0.53,5.78,21.75,3.280840304500585,8.700972080037227,3.0701278234985114
16.22,35.47,7.76,12.74,17.08,6.18,0.62,5.93,25.07,3.280840304500585,8.700972080037227,3.0701278234985114
9.51,17.71,4.85,5.53,8.54,4.29,0.43,6.92,34.17,3.280840304500585,8.700972080037227,3.0701278234985114
9.56,16.64,6.81,9.5,13.12,4.89,0.5,5.32,23.69,3.280840304500585,8.700972080037227,3.0701278234985114
12.31,22.06,7.57,13.1,18.25,7.55,0.47,4.94,16.83,3.280840304500585,8.700972080037227,3.0701278234985114
11.92,23.91,4.73,9.15,12.28,5.13,0.25,4.64,14.84,3.280840304500585,8.700972080037227,3.0701278234985114
16.61,34.41,7.87,10.73,17.32,7.86,0.27,3.39,8.66,3.280840304500585,8.700972080037227,3.0701278234985114
16.81,36.22,8.15,12.68,18.52,7.49,0.29,3.74,9.92,3.280840304500585,8.700972080037227,3.0701278234985114
10.76,23.4,5.12,12.19,10.6,3.88,0.46,6.39,23.05,3.280840304500585,8.700972080037227,3.0701278234985114
10.15,118.12710293078135,6.64,4.65,7.37,7.24,0.42,8.92,27.2,3.280840304500585,8.700972080037227,3.0701278234985114
14.49,118.12710293078135,10.48,13.05,15.09,6.39,0.64,6.82,24.13,3.280840304500585,8.700972080037227,3.0701278234985114
23.6,49.5,4.86,8.09,9.2,6.04,0.38,6.87,20.87,3.280840304500585,8.700972080037227,3.0701278234985114
22.93,45.57,6.4,11.56,14.88,7.44,0.53,6.08,19.07,3.280840304500585,8.700972080037227,3.0701278234985114
24.21,42.51,13.87,15.02,23.87,7.02,0.61,6.31,16.1,3.280840304500585,8.700972080037227,3.0701278234985114
28.64,48.84,12.96,15.66,23.12,6.59,0.54,6.27,12.38,3.280840304500585,8.700972080037227,3.0701278234985114
17.45,34.44,7.95,7.41,11.95,5.74,0.42,7.35,23.68,3.280840304500585,8.700972080037227,3.0701278234985114
28.24,47.31,10.3,13.69,17.64,6.29,0.65,7.19,21.01,3.280840304500585,8.700972080037227,3.0701278234985114
20.32,41.01,6.52,11.08,14.82,6.91,0.43,6.04,20.45,3.280840304500585,8.700972080037227,3.0701278234985114
19.9,40.99,8.88,11.77,17.46,7.66,0.56,5.35,20.2,3.280840304500585,8.700972080037227,3.0701278234985114
15.74,31.24,6.47,7.52,12.11,5.85,0.38,5.56,20.74,3.280840304500585,8.700972080037227,3.0701278234985114
16.89,34.27,8.19,10.63,15.98,7.19,0.56,4.98,23.96,3.280840304500585,8.700972080037227,3.0701278234985114
28.45,54.74,8.77,14.36,19.22,7.8,0.67,5.36,26.45,3.280840304500585,8.700972080037227,3.0701278234985114
18.78,32.5,8.81,11.17,14.67,6.34,0.56,6.23,30.8,3.280840304500585,8.700972080037227,3.0701278234985114
18.06,36.04,8.19,9.5,12.46,6.57,0.61,8.38,29.89,3.280840304500585,8.700972080037227,3.0701278234985114
22.51,43.97,7.0,7.38,9.57,6.09,0.61,8.32,27.73,3.280840304500585,8.700972080037227,3.0701278234985114
23.17,46.71,8.87,10.75,12.88,5.65,0.68,8.07,25.61,3.280840304500585,8.700972080037227,3.0701278234985114
20.66,41.53,8.65,9.93,12.41,5.88,0.53,8.4,26.0,3.280840304500585,8.700972080037227,3.0701278234985114
2.0,35.0,1.68,2.3,2.58,5.62,0.42,6.15,22.1,3.280840304500585,8.700972080037227,3.0701278234985114
13.75,29.45,7.76,14.05,14.1,12.09,0.4,10.11,26.54,2.87,6.38,3.3
13.9,54.07,7.84,19.48,16.05,9.87,0.44,13.13,11.69,3.19,6.02,1.96
13.64,50.59,10.64,22.38,20.56,10.12,0.35,8.21,9.98,3.87,9.89,2.22
11.32,39.54,7.05,20.52,16.65,10.89,0.27,5.47,12.88,3.06,14.07,1.12
13.25,31.62,4.89,13.2,11.0,10.11,0.3,2.76,21.74,2.98,6.81,1.76
14.42,43.25,6.27,20.85,16.04,10.73,0.35,4.16,17.36,3.12,9.82,1.27
11.04,32.91,3.75,14.93,10.99,6.7,0.54,3.22,37.97,2.19,5.81,1.4
11.34,36.49,4.36,14.72,11.38,7.15,0.56,2.65,29.71,2.33,7.77,1.5
7.47,29.02,4.44,12.91,10.48,6.46,0.54,1.93,26.99,1.87,5.55,1.27
8.24,28.92,3.68,10.16,8.4,5.85,0.54,2.07,29.15,1.68,5.04,0.95
11.35,38.83,10.19,17.47,17.57,6.06,0.6,2.72,22.95,2.14,5.12,1.68
8.6,26.8,5.11,20.6,15.12,7.57,0.46,2.81,37.63,2.44,6.18,1.84
15.89,52.28,5.49,14.77,11.88,18.19,0.45,4.55,24.44,1.26,1.92,0.59
13.18,50.34,4.75,18.79,13.85,25.06,0.58,5.3,10.63,1.14,3.53,0.38
15.1,55.1,9.33,35.9,26.68,13.04,0.57,6.22,5.82,1.88,4.35,0.91
20.03,47.3,3.46,13.26,9.86,7.28,0.39,14.46,18.31,2.03,4.23,1.04
16.74,50.23,9.48,17.67,17.1,6.6,0.49,15.32,9.97,3.01,7.32,1.65
9.76,27.66,3.26,9.06,7.46,3.87,0.43,14.52,36.58,0.51,2.81,0.96
6.64,31.12,8.82,14.1,14.67,3.09,0.5,13.67,19.18,1.82,5.37,1.07
6.63,20.53,8.07,18.22,16.42,3.16,0.59,19.71,21.31,1.97,7.87,1.48
7.02,20.34,7.31,24.67,19.06,1.3,0.56,23.0,26.63,2.52,8.84,1.54
8.55,22.06,5.42,21.09,15.63,2.27,0.51,21.46,28.19,2.07,5.72,1.1
10.5,23.78,4.96,22.41,15.92,2.67,0.52,20.41,27.52,2.07,5.82,0.97
33.44,59.32,3.27,20.78,13.71,11.27,0.85,8.23,34.75,2.95,5.3,0.91
14.16,36.93,1.94,16.21,10.19,13.02,0.72,8.37,12.72,1.97,5.09,1.29
14.48,47.4,15.8,29.2,28.6,7.87,0.11,7.26,8.52,2.33,6.63,0.97
8.64,30.07,16.1,23.46,25.79,7.55,0.11,6.7,7.66,1.67,4.45,1.16
20.49,54.42,9.67,33.31,25.21,8.39,0.11,7.55,32.39,2.6,5.24,1.25
15.05,44.33,13.28,29.41,26.45,7.42,0.11,6.82,16.02,2.74,14.62,1.04
9.08,35.35,16.21,30.16,29.22,8.35,0.11,6.56,9.46,2.21,8.55,0.89
10.32,51.36,18.55,23.99,27.59,8.48,0.11,3.58,10.7,2.7,4.38,1.05
8.61,32.8,8.19,25.18,20.05,8.68,0.11,7.24,12.0,1.54,4.9,0.71
8.41,37.46,10.88,24.6,21.92,8.31,0.11,6.42,9.79,1.76,8.83,0.7
67.45057794890306,118.12710293078135,17.574729662029362,28.560659061126955,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,3.280840304500585,8.700972080037227,3.0701278234985114
10.47,40.29,3.4,21.59,12.95,6.5,0.11,5.58,20.53,1.96,5.06,1.22
12.81,46.6,0.73,15.19,7.24,7.68,0.11,6.04,30.0,2.21,4.22,0.84
7.81,46.54,1.73,18.79,10.82,7.96,0.11,8.02,20.17,2.31,9.84,1.25
9.03,45.89,2.72,19.43,12.5,8.14,0.11,8.96,13.65,2.84,9.86,2.31
12.14,50.8,2.83,18.43,12.07,7.79,0.11,10.45,10.99,2.55,7.03,1.54
16.51,58.2,0.85,24.04,13.44,9.09,0.11,6.41,24.02,3.84,9.44,3.0
6.9,42.63,2.35,12.63,7.91,10.88,0.11,6.46,20.14,1.33,2.4,0.4
8.42,50.06,2.09,14.05,9.15,11.07,0.11,6.96,14.28,2.29,6.16,0.77
11.88,45.86,2.73,11.76,8.43,12.04,0.11,7.66,14.72,1.8,7.74,0.63
11.07,42.11,3.17,11.71,8.78,11.96,0.11,9.7,17.92,1.84,6.42,1.0
2.0,17.99,1.29,10.24,6.11,9.48,0.11,8.86,19.75,0.73,1.8,0.41
6.3,17.76,1.09,12.21,7.07,7.4,0.11,8.56,17.14,0.86,6.9,0.29
11.18,36.23,1.47,18.69,10.97,6.78,0.11,7.87,18.33,1.51,8.55,0.88
21.22,79.53,2.38,24.88,14.92,11.03,0.57,5.43,17.49,2.08,4.53,0.92
9.91,43.3,2.81,19.91,12.6,9.16,0.47,8.78,19.68,1.37,3.44,0.73
7.63,32.27,5.91,23.27,17.19,11.15,0.46,6.87,19.9,1.45,5.37,1.45
15.02,50.94,7.68,25.06,19.54,12.47,0.47,8.55,23.3,2.24,12.07,0.73
15.0,66.0,0.4,26.85,14.05,5.2,0.59,2.1,17.05,3.280840304500585,8.700972080037227,3.0701278234985114
